rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
92,90.6,90.6,AE Ari,LB,35.31038,23.42661,7.400,7.800,False,0.400,30.97601300,Fairbanks,Fairbanks|Jersey City,48.6,390,2026-09-25,2026-09-26T04:00:00-08:00,-35.0,ok,0,,,,,,,ok,101708953033736576,3.043,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3741,"max altitude 48.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.40 mag; bright enough for Fairbanks (7.40); long-period cadence friendly (30.98 d); well away from Galactic plane (b=-35.0 deg); also observable from Jersey City; sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
93,90.2,90.2,GR Aur,M,100.92762,38.03150,12.300,13.500,False,1.200,400.00000000,Fairbanks,Fairbanks,48.2,240,2026-09-25,2026-09-26T04:30:00-08:00,14.9,ok,0,,,,,,,ok,944024019135823744,6.475,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3962,"max altitude 48.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.20 mag; bright enough for Fairbanks (12.30); long-period cadence friendly (400.00 d); well away from Galactic plane (b=14.9 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=8.00 suggests blended/contaminated PSF"
94,89.0,89.0,V0425 And,EA,351.90546,50.28783,13.300,14.600,False,1.300,1.42074100,Fairbanks,Fairbanks,75.4,420,2026-09-24,2026-09-25T01:00:00-08:00,-10.4,ok,0,,,,,,,ok,1943235928483662592,0.640,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=425,"max altitude 75.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.30 mag; bright enough for Fairbanks (13.30); time-series candidate (1.4207 d); well away from Galactic plane (b=-10.4 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
95,89.0,89.0,GH And,EA,354.41833,50.24269,13.500,14.500,False,1.000,1.10376520,Fairbanks,Fairbanks,75.4,420,2026-09-19,2026-09-20T01:30:00-08:00,-10.9,ok,0,,,,,,,ok,1944467076570011648,0.586,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=191,"max altitude 75.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Fairbanks (13.50); time-series candidate (1.1038 d); well away from Galactic plane (b=-10.9 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
96,89.0,89.0,MQ And,RRAB,36.27792,43.36853,15.900,17.600,False,1.700,0.41276870,Fairbanks,Fairbanks,68.5,420,2026-09-24,2026-09-25T04:00:00-08:00,-16.3,ok,0,,,,,,,ok,339599391899580160,1.227,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=279,"max altitude 68.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.70 mag; bright enough for Fairbanks (15.90); time-series candidate (0.4128 d); well away from Galactic plane (b=-16.3 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
97,89.0,89.0,IK And,RRAB,11.25083,43.25578,16.300,17.700,False,1.400,0.50324500,Fairbanks,Fairbanks,68.4,420,2026-09-21,2026-09-22T02:30:00-08:00,-19.6,ok,0,,,,,,,ok,387491850662647680,0.678,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=228,"max altitude 68.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; bright enough for Fairbanks (16.30); time-series candidate (0.5032 d); well away from Galactic plane (b=-19.6 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
98,89.0,89.0,NP And,EA,2.66600,34.11547,15.290,16.100,False,0.810,0.32444900,Fairbanks,Fairbanks,59.3,420,2026-09-20,2026-09-21T02:00:00-08:00,-28.0,ok,0,,,,,,,ok,2875874440290141312,1.038,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=291,"max altitude 59.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.81 mag; bright enough for Fairbanks (15.29); time-series candidate (0.3244 d); well away from Galactic plane (b=-28.0 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
99,89.0,89.0,CN Cam,RRAB/BL,174.04926,81.29364,9.530,9.880,False,0.350,0.62144650,Fairbanks,Fairbanks,58.9,420,2026-09-18,2026-09-18T22:00:00-08:00,35.3,ok,0,,,,,,,ok,1133454140138001664,0.644,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4647,"max altitude 58.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.35 mag; bright enough for Fairbanks (9.53); time-series candidate (0.6214 d); well away from Galactic plane (b=35.3 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=18.00 suggests blended/contaminated PSF"
100,85.2,85.2,AD CrB,SRB:,241.78609,32.37958,8.730,9.110,False,0.380,,Fairbanks,Fairbanks|Jersey City,42.2,180,2026-09-18,2026-09-18T22:00:00-08:00,47.6,ok,21,,,,,,,ok,1322354154800172160,3.591,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10657,"max altitude 42.2 deg from Fairbanks; long nightly window from Fairbanks; uncertain or broad VSX type (SRB:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.38 mag; bright enough for Fairbanks (8.73); no catalog period listed; well away from Galactic plane (b=47.6 deg); also observable from Jersey City; AAVSO has 21 recent observations; Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
101,85.0,85.0,PMAK V146,EA,302.69226,56.17889,10.660,0.440,True,0.440,56.35490000,Fairbanks,Fairbanks|Jersey City,81.3,420,2026-09-20,2026-09-20T22:00:00-08:00,12.2,unavailable,,,,,,,,ok,2186285245845919360,1.846,VSX type EA (short-period) but Gaia BP-RP=1.85 (expected <1.8),,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10867917,max altitude 81.3 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.44 mag; bright enough for Fairbanks (10.66); long-period cadence friendly (56.35 d); well away from Galactic plane (b=12.2 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable; Gaia color anomaly: VSX type EA (short-period) but Gaia BP-RP=1.85 (expected <1.8)
102,85.0,85.0,V0382 Aur,SRD,99.46842,53.51722,9.000,9.120,False,0.120,29.00000000,Fairbanks,Fairbanks,61.1,420,2026-09-25,2026-09-26T04:30:00-08:00,19.6,unavailable,,,,,,,,ok,994259335315643520,0.766,VSX type SR-family but Gaia BP-RP=0.77 (expected >1.0 for red giants),,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4144,"max altitude 61.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Fairbanks (9.00); long-period cadence friendly (29.00 d); well away from Galactic plane (b=19.6 deg); AAVSO recent-coverage check unavailable; Gaia color anomaly: VSX type SR-family but Gaia BP-RP=0.77 (expected >1.0 for red giants)"
103,83.0,83.0,AG Aur,SRD,96.89713,47.03108,8.800,11.300,False,2.500,96.00000000,Fairbanks,Fairbanks,57.3,390,2026-09-25,2026-09-26T04:30:00-08:00,15.7,ok,17,,,,,,,ok,965859254912025600,1.951,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3823,"max altitude 57.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.50 mag; bright enough for Fairbanks (8.80); long-period cadence friendly (96.00 d); well away from Galactic plane (b=15.7 deg); AAVSO has 17 recent observations"
104,80.0,80.0,V0410 And,RRAB,352.98837,48.98822,14.400,15.100,False,0.700,0.42747780,Fairbanks,Fairbanks,74.2,420,2026-09-18,2026-09-19T01:30:00-08:00,-11.8,ok,11,,,,,,,ok,1942093712000227328,0.766,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=410,"max altitude 74.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Fairbanks (14.40); time-series candidate (0.4275 d); well away from Galactic plane (b=-11.8 deg); AAVSO has 11 recent observations"
105,80.0,80.0,QW And,EW,19.70117,49.66022,12.600,0.450,True,0.450,0.49186826,Fairbanks,Fairbanks|Jersey City,74.8,420,2026-09-22,2026-09-23T03:00:00-08:00,-13.0,ok,49,,,,,,,ok,403261591888721536,0.539,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=331,"max altitude 74.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.45 mag; bright enough for Fairbanks (12.60); time-series candidate (0.4919 d); well away from Galactic plane (b=-13.0 deg); also observable from Jersey City; AAVSO has 49 recent observations"
106,80.0,80.0,V0412 And,EA,358.41245,45.62281,11.950,12.400,False,0.450,1.90871000,Fairbanks,Fairbanks|Jersey City,70.8,420,2026-09-23,2026-09-24T01:30:00-08:00,-16.1,ok,470,0.3208,True,,,,,ok,1926269158396275968,0.828,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=412,"max altitude 70.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.45 mag; bright enough for Fairbanks (11.95); time-series candidate (1.9087 d); well away from Galactic plane (b=-16.1 deg); also observable from Jersey City; well-covered in AAVSO recently (470 observations); AAVSO period 0.3208 d disagrees with catalog 1.909 d"
107,80.0,80.0,DU And,RRAB,37.63069,40.84263,12.870,13.980,False,1.110,0.60686000,Fairbanks,Fairbanks|Jersey City,66.0,420,2026-09-25,2026-09-26T04:00:00-08:00,-18.2,ok,623,23.0397,True,,,,,ok,338409926477347456,0.676,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=143,"max altitude 66.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.11 mag; bright enough for Fairbanks (12.87); time-series candidate (0.6069 d); well away from Galactic plane (b=-18.2 deg); also observable from Jersey City; well-covered in AAVSO recently (623 observations); AAVSO period 23.0397 d disagrees with catalog 0.607 d"
108,80.0,80.0,CN And,EB,5.12725,40.22606,9.620,10.210,False,0.590,0.46279090,Fairbanks,Fairbanks|Jersey City,65.4,420,2026-09-23,2026-09-24T02:00:00-08:00,-22.3,ok,638,0.1150,True,,,,,ok,380329082164174848,0.676,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=114,"max altitude 65.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.59 mag; bright enough for Fairbanks (9.62); time-series candidate (0.4628 d); well away from Galactic plane (b=-22.3 deg); also observable from Jersey City; well-covered in AAVSO recently (638 observations); AAVSO period 0.1150 d disagrees with catalog 0.463 d"
109,80.0,80.0,CI And,RRAB,28.78454,43.76569,11.760,12.660,False,0.900,0.48472670,Fairbanks,Fairbanks|Jersey City,68.9,420,2026-09-24,2026-09-25T03:30:00-08:00,-17.6,ok,786,0.3199,True,,,,,ok,349612816093349120,0.627,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=110,"max altitude 68.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Fairbanks (11.76); time-series candidate (0.4847 d); well away from Galactic plane (b=-17.6 deg); also observable from Jersey City; well-covered in AAVSO recently (786 observations); AAVSO period 0.3199 d disagrees with catalog 0.485 d"
110,80.0,80.0,GV And,RRAB/BL,348.30234,36.90111,13.070,14.030,False,0.960,0.52809200,Fairbanks,Fairbanks|Jersey City,62.1,420,2026-09-21,2026-09-22T01:00:00-08:00,-21.9,ok,1614,0.1192,True,,,,,ok,1916602703138942080,0.715,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=204,"max altitude 62.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.96 mag; bright enough for Fairbanks (13.07); time-series candidate (0.5281 d); well away from Galactic plane (b=-21.9 deg); also observable from Jersey City; well-covered in AAVSO recently (1614 observations); AAVSO period 0.1192 d disagrees with catalog 0.528 d"
111,80.0,80.0,DM And,RRAB/BL,353.00299,35.19692,11.060,12.230,False,1.170,0.63041000,Jersey City,Fairbanks|Jersey City,84.5,240,2026-09-19,2026-09-20T00:30:00-04:00,-24.9,unavailable,,,,,,,,ok,1912453760434108928,0.698,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=135,"max altitude 84.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.17 mag; bright enough for Jersey City (11.06); time-series candidate (0.6304 d); well away from Galactic plane (b=-24.9 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable"
112,80.0,80.0,AV Dra,RRAB/BL,269.93420,51.88381,12.500,13.570,False,1.070,0.55560000,Jersey City,Fairbanks|Jersey City,75.3,210,2026-09-18,2026-09-18T20:00:00-04:00,28.8,unavailable,,,,,,,,ok,1367682273272399488,0.619,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13747,"max altitude 75.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.07 mag; bright enough for Jersey City (12.50); time-series candidate (0.5556 d); well away from Galactic plane (b=28.8 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable"
113,79.4,79.4,WW CrB,RRAB/BL,244.24834,39.64355,14.400,15.300,False,0.900,0.57817140,Fairbanks,Fairbanks|Jersey City,49.4,270,2026-09-18,2026-09-18T22:00:00-08:00,45.9,unavailable,,,,,,,,ok,1380454960551450880,0.577,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10644,"max altitude 49.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Fairbanks (14.40); time-series candidate (0.5782 d); well away from Galactic plane (b=45.9 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
114,79.2,79.2,CD CVn,LB:,195.01038,47.44233,9.480,9.640,False,0.160,,Fairbanks,Fairbanks,36.2,180,2026-09-18,2026-09-18T22:00:00-08:00,69.6,unavailable,,,,,,,,ok,1554974015959079424,1.387,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5122,"max altitude 36.2 deg from Fairbanks; long nightly window from Fairbanks; uncertain or broad VSX type (LB:); classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.16 mag; bright enough for Fairbanks (9.48); no catalog period listed; well away from Galactic plane (b=69.6 deg); AAVSO recent-coverage check unavailable"
115,79.0,79.0,BF And,LB,350.47263,49.25731,11.200,12.200,False,1.000,,Fairbanks,Fairbanks,74.4,420,2026-09-23,2026-09-24T01:00:00-08:00,-11.0,unavailable,,,,,,,,ok,1943030221030225920,1.995,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=84,"max altitude 74.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Fairbanks (11.20); no catalog period listed; well away from Galactic plane (b=-11.0 deg); AAVSO recent-coverage check unavailable"
116,79.0,79.0,V0437 And,LB,36.85413,42.99969,11.000,11.900,False,0.900,,Fairbanks,Fairbanks|Jersey City,68.2,420,2026-09-24,2026-09-25T04:00:00-08:00,-16.5,unavailable,,,,,,,,ok,339622206766359552,4.497,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=437,"max altitude 68.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Fairbanks (11.00); no catalog period listed; well away from Galactic plane (b=-16.5 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
117,79.0,79.0,GL Dra,SRB,254.72546,54.72847,8.600,8.840,False,0.240,,Fairbanks,Fairbanks|Jersey City,65.6,420,2026-09-18,2026-09-18T22:00:00-08:00,37.9,unavailable,,,,,,,,ok,1426211171301066368,2.781,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13866,"max altitude 65.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.24 mag; bright enough for Fairbanks (8.60); no catalog period listed; well away from Galactic plane (b=37.9 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
118,79.0,79.0,KQ Aur,LB,93.82321,50.20081,10.900,11.400,False,0.500,,Fairbanks,Fairbanks,61.0,420,2026-09-25,2026-09-26T04:30:00-08:00,15.1,unavailable,,,,,,,,ok,970929652784213504,2.297,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4012,"max altitude 61.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Fairbanks (10.90); no catalog period listed; well away from Galactic plane (b=15.1 deg); AAVSO recent-coverage check unavailable"
119,79.0,79.0,OO And,LB,22.76546,35.12733,11.100,12.500,False,1.400,,Fairbanks,Fairbanks|Jersey City,60.3,420,2026-09-25,2026-09-26T03:00:00-08:00,-27.0,unavailable,,,,,,,,ok,317429526631077376,3.141,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=302,"max altitude 60.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; bright enough for Fairbanks (11.10); no catalog period listed; well away from Galactic plane (b=-27.0 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
120,79.0,79.0,BN And,LB,17.69921,34.12697,10.800,11.900,False,1.100,,Fairbanks,Fairbanks|Jersey City,59.3,420,2026-09-20,2026-09-21T03:00:00-08:00,-28.6,unavailable,,,,,,,,ok,314883710536081152,3.007,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=91,"max altitude 59.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Fairbanks (10.80); no catalog period listed; well away from Galactic plane (b=-28.6 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
121,77.5,77.5,EI Her,SRB,267.08493,24.70758,12.600,14.000,False,1.400,286.00000000,Fairbanks,Fairbanks|Jersey City,44.5,210,2026-09-18,2026-09-18T22:00:00-08:00,24.2,unavailable,,,,,,,,ok,4581478761819638272,2.707,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14964,"max altitude 44.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; bright enough for Fairbanks (12.60); long-period cadence friendly (286.00 d); well away from Galactic plane (b=24.2 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable"
122,77.0,77.0,EM And,M,22.05935,50.00415,12.700,15.000,False,2.300,280.00000000,Fairbanks,Fairbanks|Jersey City,75.2,420,2026-09-25,2026-09-26T03:00:00-08:00,-12.4,ok,6,,,,,,,ok,400522781439178112,5.598,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=156,"max altitude 75.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.30 mag; bright enough for Fairbanks (12.70); long-period cadence friendly (280.00 d); well away from Galactic plane (b=-12.4 deg); also observable from Jersey City; AAVSO has 6 recent observations; Gaia ipd_frac_multi_peak=6.00 suggests blended/contaminated PSF"
123,77.0,77.0,BG And,M,352.74762,43.26542,8.500,15.600,False,7.100,289.50000000,Fairbanks,Fairbanks|Jersey City,68.4,420,2026-09-25,2026-09-26T01:00:00-08:00,-17.2,ok,8,,,,,,,ok,1924861925251494400,4.436,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=85,"max altitude 68.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 7.10 mag; bright enough for Fairbanks (8.50); long-period cadence friendly (289.50 d); well away from Galactic plane (b=-17.2 deg); also observable from Jersey City; AAVSO has 8 recent observations; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
124,77.0,77.0,CG Cam,SRB,57.42545,68.17373,12.500,14.000,False,1.500,258.50000000,Fairbanks,Fairbanks,84.1,420,2026-09-25,2026-09-26T04:30:00-08:00,10.8,ok,12,,,,,,,ok,493576271566737792,5.154,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4641,"max altitude 84.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Fairbanks (12.50); long-period cadence friendly (258.50 d); well away from Galactic plane (b=10.8 deg); AAVSO has 12 recent observations; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
125,77.0,77.0,SW Aur,M,69.58058,31.31331,13.300,17.000,False,3.700,309.85000000,Fairbanks,Fairbanks,53.2,300,2026-09-25,2026-09-26T04:30:00-08:00,-10.4,ok,13,,,,,,,ok,159630637173582464,6.560,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3785,"max altitude 53.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.70 mag; bright enough for Fairbanks (13.30); long-period cadence friendly (309.85 d); well away from Galactic plane (b=-10.4 deg); AAVSO has 13 recent observations; Gaia ipd_frac_multi_peak=17.00 suggests blended/contaminated PSF"
126,77.0,77.0,RR Her,SRB,241.05586,50.49917,8.800,13.500,False,4.700,239.70000000,Fairbanks,Fairbanks|Jersey City,56.7,420,2026-09-18,2026-09-18T22:00:00-08:00,46.8,ok,14,,,,,,,ok,1403481345376841728,2.487,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14821,"max altitude 56.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Fairbanks (8.80); long-period cadence friendly (239.70 d); well away from Galactic plane (b=46.8 deg); also observable from Jersey City; AAVSO has 14 recent observations; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
127,77.0,77.0,YZ And,M,6.80929,30.89694,9.700,15.900,False,6.200,207.00000000,Jersey City,Fairbanks|Jersey City,76.0,180,2026-09-21,2026-09-22T00:30:00-04:00,-31.7,ok,22,,,,,,,ok,2859182101432492800,5.211,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=53,"max altitude 76.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.20 mag; bright enough for Jersey City (9.70); long-period cadence friendly (207.00 d); well away from Galactic plane (b=-31.7 deg); also observable from Fairbanks; AAVSO has 22 recent observations; Gaia ipd_frac_multi_peak=13.00 suggests blended/contaminated PSF"
128,77.0,77.0,AI Her,M,253.43666,48.95062,10.000,14.500,False,4.500,407.00000000,Fairbanks,Fairbanks|Jersey City,60.8,420,2026-09-18,2026-09-18T22:00:00-08:00,39.1,ok,24,207.2563,,,,,,ok,1408973646476060672,6.303,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14874,"max altitude 60.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.50 mag; bright enough for Fairbanks (10.00); long-period cadence friendly (407.00 d); well away from Galactic plane (b=39.1 deg); also observable from Jersey City; AAVSO has 24 recent observations; Gaia ipd_frac_multi_peak=12.00 suggests blended/contaminated PSF"
129,77.0,77.0,SZ And,M,344.89359,42.84175,9.500,15.800,False,6.300,343.38000000,Fairbanks,Fairbanks|Jersey City,68.0,420,2026-09-25,2026-09-26T00:30:00-08:00,-15.4,ok,28,1.0000,,,,,,ok,1931441299753062656,6.362,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=26,"max altitude 68.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.30 mag; bright enough for Fairbanks (9.50); long-period cadence friendly (343.38 d); well away from Galactic plane (b=-15.4 deg); also observable from Jersey City; AAVSO has 28 recent observations; Gaia ipd_frac_multi_peak=15.00 suggests blended/contaminated PSF"
130,77.0,77.0,QX Aur,M,104.28764,47.58945,10.300,14.500,False,4.200,369.00000000,Fairbanks,Fairbanks,54.6,360,2026-09-25,2026-09-26T04:30:00-08:00,20.6,ok,28,1.0026,,,,,,ok,978509789023920768,5.263,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4094,"max altitude 54.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.20 mag; bright enough for Fairbanks (10.30); long-period cadence friendly (369.00 d); well away from Galactic plane (b=20.6 deg); AAVSO has 28 recent observations; Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
131,77.0,77.0,W Cam,M,96.48439,75.45108,9.500,15.900,False,6.400,278.00000000,Fairbanks,Fairbanks,70.5,420,2026-09-25,2026-09-26T04:30:00-08:00,24.6,ok,29,0.2497,,,,,,ok,1116014786210335488,5.811,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4539,"max altitude 70.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.40 mag; bright enough for Fairbanks (9.50); long-period cadence friendly (278.00 d); well away from Galactic plane (b=24.6 deg); AAVSO has 29 recent observations; Gaia ipd_frac_multi_peak=8.00 suggests blended/contaminated PSF"
132,77.0,77.0,AX And,M,38.19208,46.48908,9.300,16.200,False,6.900,378.00000000,Fairbanks,Fairbanks|Jersey City,71.7,420,2026-09-18,2026-09-19T04:30:00-08:00,-12.9,ok,31,0.1207,,,,,,ok,342046213292506880,6.056,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=77,"max altitude 71.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.90 mag; bright enough for Fairbanks (9.30); long-period cadence friendly (378.00 d); well away from Galactic plane (b=-12.9 deg); also observable from Jersey City; AAVSO has 31 recent observations; Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
